state,district,murder,no_of_districts
ASSAM,CACHAR,52,1
"TAMIL NADU","TRICHY RURAL",52,1
KERALA,THRISSUR,52,1
MAHARASHTRA,CHANDRAPUR,52,1
"DELHI UT","SOUTH WEST",52,1
GUJARAT,JUNAGADH,52,1
GUJARAT,"SURAT RURAL",52,1
KERALA,PALAKKAD,52,1
"UTTAR PRADESH",HATHRAS,52,1
"WEST BENGAL",KOLKATA,52,1
RAJASTHAN,BIKANER,52,1
"TAMIL NADU",DINDIGUL,52,1
"UTTAR PRADESH",GONDA,52,1
"DELHI UT",EAST,52,1
BIHAR,JEHANABAD,52,1
BIHAR,MADHEPURA,52,1
CHHATTISGARH,SARGUJA,52,1
"JAMMU & KASHMIR",SRINAGAR,52,1
JHARKHAND,DUMKA,52,1
RAJASTHAN,CHITTORGARH,52,1
JHARKHAND,SARAIKELA,52,1
"TAMIL NADU",CUDDALORE,52,1
"WEST BENGAL",DARJEELING,52,1
"DELHI UT",SOUTH-WEST,52,1
"UTTAR PRADESH",FAIZABAD,52,1
BIHAR,BUXAR,52,1
"MADHYA PRADESH",CHHATARPUR,52,1
"MADHYA PRADESH",REWA,52,1
CHHATTISGARH,SURAJPUR,52,1
PUNJAB,BHATINDA,52,1
"TAMIL NADU",ERODE,52,1
"WEST BENGAL",COOCHBEHAR,52,1
"WEST BENGAL","UTTAR DINAJPUR",52,1
ASSAM,BARPETA,52,1
ASSAM,GOLAGHAT,52,1
ASSAM,"GUWAHATI CITY",52,1
BIHAR,SUPAUL,52,1
MAHARASHTRA,KOLHAPUR,52,1
ODISHA,PURI,52,1
PUNJAB,PATIALA,52,1
"UTTAR PRADESH",BAGHPAT,52,1
KARNATAKA,CBPURA,52,1
PUNJAB,AMRITSAR,52,1
"UTTAR PRADESH",KAUSHAMBI,52,1
CHHATTISGARH,DURG,52,1
"TAMIL NADU",THIRUVANNAMALAI,52,1
UTTARAKHAND,"UDHAMSINGH NAGAR",52,1
"DELHI UT",WEST,52,1
"MADHYA PRADESH",BETUL,51,1
MAHARASHTRA,"AMRAVATI RURAL",51,1
PUNJAB,PATIALA,51,1
"TAMIL NADU",VIRUDHUNAGAR,51,1
"UTTAR PRADESH",KAUSHAMBI,51,1
MAHARASHTRA,CHANDRAPUR,51,1
ODISHA,"DCP BBSR",51,1
ODISHA,KORAPUT,51,1
"WEST BENGAL",KOLKATA,51,1
ASSAM,GOALPARA,51,1
"MADHYA PRADESH",TIKAMGARH,51,1
CHHATTISGARH,SARGUJA,51,1
"MADHYA PRADESH",REWA,51,1
MAHARASHTRA,JALNA,51,1
"UTTAR PRADESH",GONDA,51,1
"ANDHRA PRADESH","GUNTUR URBAN",51,1
ASSAM,KOKRAJHAR,51,1
BIHAR,BANKA,51,1
BIHAR,JEHANABAD,51,1
CHHATTISGARH,KANKER,51,1
KARNATAKA,BIDAR,51,1
"DELHI UT",NORTH-WEST,51,1
CHHATTISGARH,JANJGIR,51,1
KARNATAKA,CBPURA,51,1
"MADHYA PRADESH",DAMOH,51,1
"MADHYA PRADESH",DATIYA,51,1
"MADHYA PRADESH",KHARGON,51,1
"TAMIL NADU","COIMBATORE RURAL",51,1
"UTTAR PRADESH",RAMPUR,51,1
BIHAR,MUNGER,51,1
"JAMMU & KASHMIR",RAMBAN,51,1
KARNATAKA,BIJAPUR,51,1
"MADHYA PRADESH",KATNI,51,1
CHHATTISGARH,RAJNANDGAON,51,1
KERALA,PALAKKAD,51,1
"MADHYA PRADESH",SHAHDOL,51,1
MAHARASHTRA,GADCHIROLI,51,1
PUNJAB,AMRITSAR,51,1
PUNJAB,"TARN TARAN",51,1
"UTTAR PRADESH",JAUNPUR,51,1
CHHATTISGARH,JAGDALPUR,51,1
KARNATAKA,SHIMOGA,51,1
PUNJAB,BHATINDA,51,1
PUNJAB,FEROZEPUR,51,1
GUJARAT,PANCHMAHAL,51,1
HARYANA,BHIWANI,51,1
ODISHA,ANGUL,51,1
ASSAM,CACHAR,51,1
HARYANA,HISSAR,51,1
"JAMMU & KASHMIR",RAJOURI,51,1
JHARKHAND,LOHARDAGGA,51,1
MAHARASHTRA,BULDHANA,51,1
MAHARASHTRA,"NAVI MUMBAI",51,1
"DELHI UT",NORTH-EAST,51,1
"MADHYA PRADESH",RAISEN,51,1
MEGHALAYA,"JAINTIA HILLS",51,1
PUNJAB,MAJITHA,51,1
BIHAR,JAMUI,51,1
CHHATTISGARH,RAIGARH,50,1
"MADHYA PRADESH",DEWAS,50,1
MEGHALAYA,"KHASI HILLS EAST",50,1
BIHAR,MADHEPURA,50,1
MAHARASHTRA,"AURANGABAD RURAL",50,1
MAHARASHTRA,BULDHANA,50,1
"DELHI UT",EAST,50,1
HARYANA,HISSAR,50,1
HARYANA,ROHTAK,50,1
JHARKHAND,SIMDEGA,50,1
KARNATAKA,BAGALKOT,50,1
MAHARASHTRA,"NAVI MUMBAI",50,1
MAHARASHTRA,RAIGAD,50,1
RAJASTHAN,BIKANER,50,1
RAJASTHAN,CHITTORGARH,50,1
"ANDHRA PRADESH","VISAKHA RURAL",50,1
BIHAR,KHAGARIA,50,1
BIHAR,NAUGACHIA,50,1
"MADHYA PRADESH",HOSHANGABAD,50,1
"UTTAR PRADESH",FAIZABAD,50,1
"UTTAR PRADESH",HAMIRPUR,50,1
"WEST BENGAL","PURAB MIDNAPUR",50,1
CHHATTISGARH,JANJGIR,50,1
GUJARAT,PANCHMAHAL,50,1
"JAMMU & KASHMIR",RAMBAN,50,1
"MADHYA PRADESH",SIDHI,50,1
"TAMIL NADU","TRICHY RURAL",50,1
"UTTAR PRADESH",BAHRAICH,50,1
"UTTAR PRADESH",JHANSI,50,1
"UTTAR PRADESH",MIRZAPUR,50,1
"WEST BENGAL",HOWRAH,50,1
CHHATTISGARH,RAJNANDGAON,50,1
JHARKHAND,DUMKA,50,1
"MADHYA PRADESH",DATIYA,50,1
"TAMIL NADU","SALEM RURAL",50,1
"UTTAR PRADESH",BANDA,50,1
BIHAR,BHABHUA,50,1
BIHAR,SAHARSA,50,1
KARNATAKA,MANDYA,50,1
ODISHA,DHENKANAL,50,1
MAHARASHTRA,HINGOLI,50,1
UTTARAKHAND,"UDHAMSINGH NAGAR",50,1
ASSAM,JORHAT,50,1
GUJARAT,BHAVNAGAR,50,1
ODISHA,KENDRAPARA,50,1
"TAMIL NADU",NAGAPATTINAM,50,1
"TAMIL NADU",NAMAKKAL,50,1
HARYANA,YAMUNANAGAR,50,1
JHARKHAND,CHATRA,50,1
MAHARASHTRA,CHANDRAPUR,50,1
RAJASTHAN,AJMER,50,1
"UTTAR PRADESH","KUSHI NAGAR",50,1
"UTTAR PRADESH","RAMABAI NAGAR",50,1
"MADHYA PRADESH",CHHATARPUR,50,1
MAHARASHTRA,DHULE,50,1
RAJASTHAN,DHOLPUR,50,1
"TAMIL NADU",DHARMAPURI,50,1
"UTTAR PRADESH",JAUNPUR,50,1
"UTTAR PRADESH","KANSHIRAM NAGAR",50,1
"MADHYA PRADESH",DATIYA,49,1
"WEST BENGAL",BANKURA,49,1
CHHATTISGARH,BALRAMPUR,49,1
GOA,TOTAL,49,1
ODISHA,SAMBALPUR,49,1
"TAMIL NADU",DHARMAPURI,49,1
"UTTAR PRADESH",GONDA,49,1
"DELHI UT",EAST,49,1
BIHAR,DARBHANGA,49,1
BIHAR,SAHARSA,49,1
ODISHA,DHENKANAL,49,1
"DELHI UT",WEST,49,1
"ANDHRA PRADESH",WARANGAL,49,1
HARYANA,KARNAL,49,1
MAHARASHTRA,"AURANGABAD RURAL",49,1
RAJASTHAN,JHUNJHUNU,49,1
"WEST BENGAL",KOLKATA,49,1
GUJARAT,PANCHMAHAL,49,1
HARYANA,PANIPAT,49,1
"MADHYA PRADESH",SHAJAPUR,49,1
ODISHA,CUTTACK,49,1
RAJASTHAN,"JAIPUR RURAL",49,1
RAJASTHAN,SIKAR,49,1
"UTTAR PRADESH",FAIZABAD,49,1
UTTARAKHAND,"UDHAMSINGH NAGAR",49,1
JHARKHAND,GODDA,49,1
ODISHA,KENDRAPARA,49,1
PUNJAB,"JALANDHAR RURAL",49,1
RAJASTHAN,NAGAUR,49,1
"DELHI UT",NORTH-EAST,49,1
JHARKHAND,SIMDEGA,49,1
"MADHYA PRADESH",SATNA,49,1
"TAMIL NADU",THANJAVUR,49,1
"UTTAR PRADESH",MAU,49,1
GUJARAT,MEHSANA,49,1
KARNATAKA,BIDAR,49,1
BIHAR,ARARIA,49,1
JHARKHAND,JAMSHEDPUR,49,1
"MADHYA PRADESH",HOSHANGABAD,49,1
PUNJAB,AMRITSAR,49,1
BIHAR,BAGAHA,49,1
HARYANA,HISSAR,49,1
RAJASTHAN,JODHPUR,49,1
"UTTAR PRADESH",BALLIA,49,1
JHARKHAND,BOKARO,49,1
JHARKHAND,SARAIKELA,49,1
MAHARASHTRA,LATUR,49,1
MANIPUR,CHURACHANDPUR,49,1
MANIPUR,IMPHAL(WEST),49,1
"TAMIL NADU",VELLORE,49,1
"UTTAR PRADESH","KANPUR DEHAT",49,1
"WEST BENGAL","UTTAR DINAJPUR",49,1
"JAMMU & KASHMIR",SRINAGAR,49,1
JHARKHAND,GARHWA,49,1
"MADHYA PRADESH",KATNI,49,1
ODISHA,MALKANGIR,49,1
GUJARAT,KUTCH,49,1
CHHATTISGARH,JANJGIR,48,1
GUJARAT,JAMNAGAR,48,1
HARYANA,JHAJJAR,48,1
KARNATAKA,BIDAR,48,1
MAHARASHTRA,OSMANABAD,48,1
RAJASTHAN,NAGAUR,48,1
"UTTAR PRADESH",BASTI,48,1
"UTTAR PRADESH",DEORIA,48,1
GUJARAT,ANAND,48,1
"MADHYA PRADESH",HOSHANGABAD,48,1
"MADHYA PRADESH",SIDHI,48,1
MAHARASHTRA,JALNA,48,1
MAHARASHTRA,"NAVI MUMBAI",48,1
MEGHALAYA,"KHASI HILLS EAST",48,1
RAJASTHAN,AJMER,48,1
"TAMIL NADU",NAGAPATTINAM,48,1
"JAMMU & KASHMIR",BUDGAM,48,1
KARNATAKA,BELLARY,48,1
MAHARASHTRA,AKOLA,48,1
MAHARASHTRA,WARDHA,48,1
"TAMIL NADU","MADURAI RURAL",48,1
"WEST BENGAL",MALDA,48,1
ASSAM,BARPETA,48,1
BIHAR,SAHARSA,48,1
CHHATTISGARH,KANKER,48,1
"JAMMU & KASHMIR",KULGAM,48,1
"JAMMU & KASHMIR",RAMBAN,48,1
KARNATAKA,SHIMOGA,48,1
"MADHYA PRADESH",DEWAS,48,1
MAHARASHTRA,BULDHANA,48,1
PUNJAB,AMRITSAR,48,1
"TAMIL NADU",THANJAVUR,48,1
GUJARAT,DAHOD,48,1
HARYANA,ROHTAK,48,1
"UTTAR PRADESH",HAMIRPUR,48,1
ASSAM,TINSUKIA,48,1
BIHAR,LAKHISARAI,48,1
CHHATTISGARH,SURAJPUR,48,1
ODISHA,JAJPUR,48,1
"TAMIL NADU","TRICHY RURAL",48,1
BIHAR,ARARIA,48,1
BIHAR,GOPALGANJ,48,1
KARNATAKA,MANDYA,48,1
PUNJAB,FEROZPUR,48,1
RAJASTHAN,CHITTORGARH,48,1
CHHATTISGARH,KORIYA,48,1
HARYANA,SIRSA,48,1
"UTTAR PRADESH",PRATAPGARH,48,1
"WEST BENGAL",DARJEELING,48,1
BIHAR,JEHANABAD,48,1
HARYANA,BHIWANI,48,1
JHARKHAND,SAHEBGANJ,48,1
RAJASTHAN,DHOLPUR,48,1
RAJASTHAN,PALI,48,1
"TAMIL NADU","COIMBATORE RURAL",48,1
"TAMIL NADU","SALEM RURAL",48,1
"UTTAR PRADESH",BARABANKI,48,1
MEGHALAYA,"JAINTIA HILLS",48,1
MIZORAM,TOTAL,48,1
ASSAM,JORHAT,48,1
ASSAM,"KARBI ANGLONG",48,1
GOA,TOTAL,48,1
PUNJAB,BHATINDA,48,1
"UTTAR PRADESH",VARANASI,48,1
ASSAM,KAMRUP,48,1
GUJARAT,"RAJKOT RURAL",48,1
ODISHA,CUTTACK,48,1
"UTTAR PRADESH",KANNAUJ,48,1
"WEST BENGAL",COOCHBEHAR,48,1
"DELHI UT",EAST,48,1
"JAMMU & KASHMIR",BARAMULLA,47,1
"MADHYA PRADESH",MORENA,47,1
MAHARASHTRA,PARBHANI,47,1
"TAMIL NADU",NAGAPATTINAM,47,1
"ANDHRA PRADESH","VISAKHA RURAL",47,1
ASSAM,UDALGURI,47,1
HARYANA,JIND,47,1
JHARKHAND,SARAIKELA,47,1
KARNATAKA,CBPURA,47,1
MAHARASHTRA,SATARA,47,1
"UTTAR PRADESH",J.P.NAGAR,47,1
GUJARAT,PANCHMAHAL,47,1
"MADHYA PRADESH",DEWAS,47,1
"UTTAR PRADESH",BARABANKI,47,1
"UTTAR PRADESH",FATEHGARH,47,1
"MADHYA PRADESH",RAISEN,47,1
MAHARASHTRA,JALNA,47,1
PUNJAB,PATIALA,47,1
PUNJAB,"TARN TARAN",47,1
"TAMIL NADU",ERODE,47,1
"TAMIL NADU",TIRUPPUR,47,1
MAHARASHTRA,SANGLI,47,1
ODISHA,DHENKANAL,47,1
"TAMIL NADU",SIVAGANGAI,47,1
"UTTAR PRADESH",GHAZIPUR,47,1
BIHAR,ARARIA,47,1
JHARKHAND,DEOGHAR,47,1
"MADHYA PRADESH",KHARGON,47,1
PUNJAB,HOSHIARPUR,47,1
ASSAM,BONGAIGAON,47,1
ASSAM,NALBARI,47,1
GUJARAT,BHARUCH,47,1
"JAMMU & KASHMIR",HANDWARA,47,1
ODISHA,KORAPUT,47,1
ODISHA,PURI,47,1
BIHAR,SAHARSA,47,1
GUJARAT,"SURAT RURAL",47,1
RAJASTHAN,KOTA,47,1
"UTTAR PRADESH",AURAIYA,47,1
JHARKHAND,GARHWA,47,1
"MADHYA PRADESH",RATLAM,47,1
"MADHYA PRADESH",TIKAMGARH,47,1
MAHARASHTRA,DHULE,47,1
PUNJAB,AMRITSAR,47,1
RAJASTHAN,JODHPUR,47,1
"UTTAR PRADESH","AMBEDKAR NAGAR",47,1
"WEST BENGAL",BIRBHUM,47,1
CHHATTISGARH,JASHPUR,47,1
GUJARAT,"AHMEDABAD RURAL",47,1
"MADHYA PRADESH",HOSHANGABAD,47,1
MAHARASHTRA,AKOLA,47,1
"TAMIL NADU",KRISHNAGIRI,47,1
"UTTAR PRADESH",JHANSI,47,1
ASSAM,KAMRUP,47,1
CHHATTISGARH,KORBA,47,1
"JAMMU & KASHMIR",PULWAMA,46,1
ODISHA,KHURDA,46,1
PUNJAB,SANGRUR,46,1
RAJASTHAN,SIKAR,46,1
"UTTAR PRADESH","AMBEDKAR NAGAR",46,1
"WEST BENGAL",DARJEELING,46,1
"JAMMU & KASHMIR",BUDGAM,46,1
MAHARASHTRA,DHULE,46,1
PUNJAB,PATIALA,46,1
RAJASTHAN,CHITTORGARH,46,1
"TAMIL NADU","TRICHY RURAL",46,1
"UTTAR PRADESH",BASTI,46,1
"UTTAR PRADESH",MAHARAJGANJ,46,1
"UTTAR PRADESH",MAU,46,1
"UTTAR PRADESH",MIRZAPUR,46,1
CHHATTISGARH,RAIGARH,46,1
GUJARAT,"KHEDA NORTH",46,1
MIZORAM,TOTAL,46,1
UTTARAKHAND,"UDHAMSINGH NAGAR",46,1
"ANDHRA PRADESH",VIJAYAWADA,46,1
ASSAM,CACHAR,46,1
CHHATTISGARH,JASHPUR,46,1
CHHATTISGARH,KORBA,46,1
KERALA,KOLLAM,46,1
RAJASTHAN,JHALAWAR,46,1
"TAMIL NADU",KRISHNAGIRI,46,1
"UTTAR PRADESH","KANPUR DEHAT",46,1
"UTTAR PRADESH","KUSHI NAGAR",46,1
GUJARAT,"SURAT RURAL",46,1
"MADHYA PRADESH",RAISEN,46,1
MAHARASHTRA,"AURANGABAD RURAL",46,1
"ANDHRA PRADESH",SRIKAKULAM,46,1
BIHAR,BUXAR,46,1
GUJARAT,HIMATNAGAR,46,1
GUJARAT,JUNAGADH,46,1
ODISHA,SAMBALPUR,46,1
ASSAM,KAMRUP,46,1
JHARKHAND,DEOGHAR,46,1
KARNATAKA,BELLARY,46,1
"MADHYA PRADESH",TIKAMGARH,46,1
MAHARASHTRA,SANGLI,46,1
ODISHA,MALKANGIR,46,1
PUNJAB,AMRITSAR,46,1
"TAMIL NADU",NAMAKKAL,46,1
"UTTAR PRADESH",BAHRAICH,46,1
"DELHI UT",WEST,46,1
BIHAR,KHAGARIA,46,1
CHHATTISGARH,KANKER,46,1
"MADHYA PRADESH",HOSHANGABAD,46,1
MAHARASHTRA,KOLHAPUR,46,1
"TAMIL NADU",CUDDALORE,46,1
"UTTAR PRADESH",JAUNPUR,46,1
PUNJAB,"JALANDHAR RURAL",46,1
RAJASTHAN,AJMER,46,1
"UTTAR PRADESH",JHANSI,46,1
"UTTAR PRADESH",UNNAO,46,1
"ANDHRA PRADESH","WARANGAL URBAN",46,1
"MADHYA PRADESH",REWA,46,1
"UTTAR PRADESH","KANSHIRAM NAGAR",46,1
"UTTAR PRADESH",PILIBHIT,46,1
BIHAR,JEHANABAD,46,1
CHHATTISGARH,BIZAPUR,46,1
GUJARAT,BHAVNAGAR,46,1
JHARKHAND,LATEHAR,46,1
KARNATAKA,KOLAR,46,1
"MADHYA PRADESH",BARWANI,46,1
"MADHYA PRADESH",NARSINGHPUR,46,1
MAHARASHTRA,"AURANGABAD COMMR.",46,1
ODISHA,"DCP BBSR",46,1
PUNJAB,"AMRITSAR RURAL",46,1
"UTTAR PRADESH",JALAUN,46,1
"DELHI UT",SOUTH-EAST,46,1
"MADHYA PRADESH",RAISEN,45,1
GUJARAT,"RAJKOT RURAL",45,1
KARNATAKA,SHIMOGA,45,1
"MADHYA PRADESH",DEWAS,45,1
"MADHYA PRADESH",MANDSAUR,45,1
"TAMIL NADU",RAMNATHAPURAM,45,1
UTTARAKHAND,"UDHAMSINGH NAGAR",45,1
BIHAR,LAKHISARAI,45,1
BIHAR,MADHEPURA,45,1
MAHARASHTRA,DHULE,45,1
PUNJAB,PATIALA,45,1
"UTTAR PRADESH",ETAWAH,45,1
ASSAM,DHUBRI,45,1
ASSAM,LAKHIMPUR,45,1
ASSAM,UDALGURI,45,1
HARYANA,SIRSA,45,1
"MADHYA PRADESH",SIHORE,45,1
NAGALAND,TOTAL,45,1
ODISHA,JAJPUR,45,1
ODISHA,SAMBALPUR,45,1
PUNJAB,SANGRUR,45,1
"TAMIL NADU",PUDUKOTTAI,45,1
"UTTAR PRADESH",GHAZIPUR,45,1
ASSAM,BARPETA,45,1
ASSAM,KARIMGANJ,45,1
CHHATTISGARH,KORIYA,45,1
GUJARAT,"KHEDA NORTH",45,1
"MADHYA PRADESH",DAMOH,45,1
"MADHYA PRADESH",SHAHDOL,45,1
MAHARASHTRA,JALNA,45,1
PUNJAB,HOSHIARPUR,45,1
RAJASTHAN,BARAN,45,1
RAJASTHAN,BIKANER,45,1
"UTTAR PRADESH",BALLIA,45,1
ASSAM,BONGAIGAON,45,1
HARYANA,HISSAR,45,1
KERALA,PALAKKAD,45,1
"TAMIL NADU",KANCHIPURAM,45,1
"JAMMU & KASHMIR",REASI,45,1
"MADHYA PRADESH",TIKAMGARH,45,1
GUJARAT,PANCHMAHAL,45,1
"MADHYA PRADESH",BARWANI,45,1
"MADHYA PRADESH",CHHINDWARA,45,1
ODISHA,BALASORE,45,1
RAJASTHAN,NAGAUR,45,1
"DELHI UT","SOUTH WEST",45,1
"JAMMU & KASHMIR",SRINAGAR,45,1
"UTTAR PRADESH",BAHRAICH,45,1
MAHARASHTRA,WARDHA,45,1
PUNJAB,BHATINDA,45,1
BIHAR,BAGAHA,45,1
BIHAR,SITAMARHI,45,1
HARYANA,BHIWANI,45,1
"MADHYA PRADESH",REWA,45,1
"MADHYA PRADESH",VIDISHA,45,1
RAJASTHAN,SIKAR,45,1
"UTTAR PRADESH",KANNAUJ,45,1
GUJARAT,PALANPUR,45,1
GUJARAT,VALSAD,44,1
JHARKHAND,SARAIKELA,44,1
KERALA,ERNAKULAM,44,1
MAHARASHTRA,"AMRAVATI COMMR.",44,1
MAHARASHTRA,NANDURBAR,44,1
MANIPUR,IMPHAL(WEST),44,1
"TAMIL NADU",THIRUVANNAMALAI,44,1
"UTTAR PRADESH",MIRZAPUR,44,1
BIHAR,ARWAL,44,1
MAHARASHTRA,GONDIA,44,1
CHHATTISGARH,DANTEWARA,44,1
"MADHYA PRADESH",NARSINGHPUR,44,1
"MADHYA PRADESH",SIDHI,44,1
"UTTAR PRADESH",PRATAPGARH,44,1
"DELHI UT",EAST,44,1
BIHAR,SHEIKHPURA,44,1
KARNATAKA,"MYSORE RURAL",44,1
"MADHYA PRADESH",RAISEN,44,1
PUNJAB,SANGRUR,44,1
RAJASTHAN,SIROHI,44,1
"UTTAR PRADESH",DEORIA,44,1
"DELHI UT","SOUTH WEST",44,1
BIHAR,DARBHANGA,44,1
JHARKHAND,GODDA,44,1
"MADHYA PRADESH",MANDLA,44,1
ODISHA,SAMBALPUR,44,1
RAJASTHAN,KOTA,44,1
BIHAR,SAHARSA,44,1
KERALA,PALAKKAD,44,1
KERALA,THRISSUR,44,1
"MADHYA PRADESH",DAMOH,44,1
"MADHYA PRADESH",KHARGON,44,1
ODISHA,CUTTACK,44,1
PUNJAB,AMRITSAR,44,1
RAJASTHAN,AJMER,44,1
RAJASTHAN,HANUMANGARH,44,1
"UTTAR PRADESH",GHAZIPUR,44,1
"UTTAR PRADESH",MAHOBA,44,1
BIHAR,SUPAUL,44,1
CHHATTISGARH,RAJNANDGAON,44,1
KARNATAKA,RAICHUR,44,1
RAJASTHAN,DHOLPUR,44,1
"UTTAR PRADESH",JAUNPUR,44,1
JHARKHAND,RAMGARH,44,1
"MADHYA PRADESH",DATIYA,44,1
PUNJAB,BHATINDA,44,1
"WEST BENGAL",PURULIA,44,1
KARNATAKA,BELLARY,44,1
MAHARASHTRA,"AURANGABAD RURAL",44,1
ODISHA,BHADRAK,44,1
"UTTAR PRADESH","KANSHIRAM NAGAR",44,1
"DELHI UT",NORTH,44,1
GUJARAT,JAMNAGAR,44,1
MAHARASHTRA,RAIGAD,44,1
ODISHA,"DCP BBSR",44,1
UTTARAKHAND,HARIDWAR,44,1
"ANDHRA PRADESH","TIRUPATHI URBAN",44,1
ASSAM,BASKA,44,1
ASSAM,KAMRUP,44,1
BIHAR,MADHEPURA,44,1
BIHAR,NAUGACHIA,44,1
CHHATTISGARH,SURAJPUR,44,1
GUJARAT,"RAJKOT COMMR.",44,1
"MADHYA PRADESH",SIHORE,44,1
RAJASTHAN,NAGAUR,44,1
"TAMIL NADU",KANYAKUMARI,44,1
"TAMIL NADU",NAGAPATTINAM,44,1
"ANDHRA PRADESH",VISAKHAPATNAM,44,1
"ANDHRA PRADESH",VIZIANAGARAM,44,1
CHHATTISGARH,KORBA,44,1
GUJARAT,PALANPUR,44,1
"MADHYA PRADESH",GUNA,44,1
"MADHYA PRADESH",HOSHANGABAD,44,1
MAHARASHTRA,CHANDRAPUR,44,1
MEGHALAYA,"JAINTIA HILLS",44,1
"UTTAR PRADESH",KAUSHAMBI,44,1
"UTTAR PRADESH","RAMABAI NAGAR",44,1
"UTTAR PRADESH",SULTANPUR,44,1
KERALA,KOLLAM,43,1
MIZORAM,TOTAL,43,1
PUNJAB,AMRITSAR,43,1
PUNJAB,HOSHIARPUR,43,1
RAJASTHAN,JHALAWAR,43,1
"TAMIL NADU",SIVAGANGAI,43,1
GUJARAT,"SURAT RURAL",43,1
"MADHYA PRADESH",RATLAM,43,1
MAHARASHTRA,HINGOLI,43,1
MAHARASHTRA,"NASIK COMMR.",43,1
RAJASTHAN,SIKAR,43,1
"UTTAR PRADESH",FAIZABAD,43,1
"UTTAR PRADESH",JALAUN,43,1
"MADHYA PRADESH",GUNA,43,1
MAHARASHTRA,AKOLA,43,1
MAHARASHTRA,GONDIA,43,1
RAJASTHAN,CHITTORGARH,43,1
"ANDHRA PRADESH","GUNTUR URBAN",43,1
ASSAM,KOKRAJHAR,43,1
BIHAR,JEHANABAD,43,1
BIHAR,LAKHISARAI,43,1
KARNATAKA,"DAKSHIN KANNADA",43,1
MAHARASHTRA,SATARA,43,1
PUNJAB,"AMRITSAR RURAL",43,1
"TAMIL NADU",THIRUVALLUR,43,1
"TAMIL NADU",THIRUVANNAMALAI,43,1
CHHATTISGARH,RAJNANDGAON,43,1
"MADHYA PRADESH",RAJGARH,43,1
"MADHYA PRADESH",SINGRAULI,43,1
BIHAR,BAGAHA,43,1
GUJARAT,JAMNAGAR,43,1
"MADHYA PRADESH",BALAGHAT,43,1
"MADHYA PRADESH",TIKAMGARH,43,1
HARYANA,PANIPAT,43,1
MAHARASHTRA,JALNA,43,1
RAJASTHAN,PALI,43,1
ASSAM,BARPETA,43,1
ASSAM,KARIMGANJ,43,1
BIHAR,SUPAUL,43,1
HARYANA,SIRSA,43,1
RAJASTHAN,NAGAUR,43,1
"TAMIL NADU",NAMAKKAL,43,1
"UTTAR PRADESH",BALLIA,43,1
GUJARAT,BHARUCH,43,1
GUJARAT,DAHOD,43,1
"JAMMU & KASHMIR",KULGAM,43,1
"WEST BENGAL","PURAB MIDNAPUR",43,1
KARNATAKA,RAICHUR,43,1
ODISHA,MALKANGIR,43,1
UTTARAKHAND,NAINITAL,43,1
"WEST BENGAL",DARJEELING,43,1
"ANDHRA PRADESH",VIZIANAGARAM,43,1
BIHAR,NAUGACHIA,43,1
KARNATAKA,MANDYA,43,1
KARNATAKA,"MYSORE RURAL",43,1
"MADHYA PRADESH",BARWANI,43,1
"MADHYA PRADESH",VIDISHA,43,1
ODISHA,KHURDA,43,1
PUNJAB,FEROZPUR,43,1
RAJASTHAN,AJMER,43,1
"TAMIL NADU",NAGAPATTINAM,43,1
"UTTAR PRADESH",MAHOBA,43,1
"WEST BENGAL",KOLKATA,43,1
"ANDHRA PRADESH","VIJAYAWADA CITY",43,1
ASSAM,LAKHIMPUR,43,1
CHHATTISGARH,KORBA,43,1
GUJARAT,VALSAD,43,1
MANIPUR,CHURACHANDPUR,43,1
ODISHA,KORAPUT,43,1
PUNJAB,PATIALA,43,1
"TAMIL NADU",ERODE,43,1
GUJARAT,BHAVNAGAR,43,1
GUJARAT,"KHEDA NORTH",43,1
GUJARAT,"KHEDA NORTH",42,1
HARYANA,KARNAL,42,1
HARYANA,YAMUNANAGAR,42,1
KERALA,THRISSUR,42,1
"MADHYA PRADESH",RAJGARH,42,1
MAHARASHTRA,LATUR,42,1
"MADHYA PRADESH",VIDISHA,42,1
GUJARAT,HIMATNAGAR,42,1
PUNJAB,MAJITHA,42,1
"ANDHRA PRADESH",VIZIANAGARAM,42,1
GUJARAT,JAMNAGAR,42,1
HARYANA,JHAJJAR,42,1
KARNATAKA,BELLARY,42,1
"MADHYA PRADESH",RATLAM,42,1
MAHARASHTRA,PARBHANI,42,1
MAHARASHTRA,WARDHA,42,1
RAJASTHAN,PALI,42,1
"UTTAR PRADESH",MAU,42,1
HARYANA,PANIPAT,42,1
"JAMMU & KASHMIR",PULWAMA,42,1
"MADHYA PRADESH",SIHORE,42,1
"TAMIL NADU",KANCHIPURAM,42,1
"TAMIL NADU",KRISHNAGIRI,42,1
"WEST BENGAL","PURAB MIDNAPUR",42,1
ASSAM,"KARBI ANGLONG",42,1
GUJARAT,"RAJKOT RURAL",42,1
HARYANA,JIND,42,1
MAHARASHTRA,"AURANGABAD RURAL",42,1
MAHARASHTRA,CHANDRAPUR,42,1
"WEST BENGAL",ASANSOL,42,1
CHHATTISGARH,KORIYA,42,1
KARNATAKA,BIDAR,42,1
ODISHA,CUTTACK,42,1
ODISHA,KORAPUT,42,1
ASSAM,N.C.HILLS,42,1
JHARKHAND,CHATRA,42,1
JHARKHAND,SAHEBGANJ,42,1
"MADHYA PRADESH",RAISEN,42,1
